industry,job_title,level,years_of_experience,skills,certifications,ai_training_corpus
Cybersecurity,Security Analyst,Mid-Level,4,"['SIEM', 'Intrusion Detection', 'Network Security', 'Malware Analysis', 'Ethical Hacking', 'Cryptography', 'Firewalls', 'ISO 27001']",[],"Job Title: Security Analyst Job Title: Security Analyst Job Title: Security Analyst Career Level: Mid-Level Career Level: Mid-Level Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 4 years. Key Skills: SIEM, Intrusion Detection, Network Security, Malware Analysis, Ethical Hacking, Cryptography, Firewalls, ISO 27001. Key Skills: SIEM, Intrusion Detection, Network Security, Malware Analysis, Ethical Hacking, Cryptography, Firewalls, ISO 27001. Key Skills: SIEM, Intrusion Detection, Network Security, Malware Analysis, Ethical Hacking, Cryptography, Firewalls, ISO 27001. "
Cloud Engineering,Cloud Architect,Mid-Level,3,"['Jenkins', 'GCP', 'Docker', 'Kubernetes', 'Ansible', 'Grafana']",[],"Job Title: Cloud Architect Job Title: Cloud Architect Job Title: Cloud Architect Career Level: Mid-Level Career Level: Mid-Level Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 3 years. Key Skills: Jenkins, GCP, Docker, Kubernetes, Ansible, Grafana. Key Skills: Jenkins, GCP, Docker, Kubernetes, Ansible, Grafana. Key Skills: Jenkins, GCP, Docker, Kubernetes, Ansible, Grafana. "
Data Science,Data Scientist,Mid-Level,4,"['Machine Learning', 'Data Mining', 'NumPy', 'Scikit-learn', 'Spark', 'PyTorch']",[],"Job Title: Data Scientist Job Title: Data Scientist Job Title: Data Scientist Career Level: Mid-Level Career Level: Mid-Level Industry: Data Science Industry: Data Science Years of Experience: approximately 4 years. Key Skills: Machine Learning, Data Mining, NumPy, Scikit-learn, Spark, PyTorch. Key Skills: Machine Learning, Data Mining, NumPy, Scikit-learn, Spark, PyTorch. Key Skills: Machine Learning, Data Mining, NumPy, Scikit-learn, Spark, PyTorch. "
Software Engineering,Staff Software Engineer,Lead/Principal,11,"['Docker', 'React', 'Python', 'C++', 'Node.js']",[],"Job Title: Staff Software Engineer Job Title: Staff Software Engineer Job Title: Staff Software Engineer Career Level: Lead/Principal Career Level: Lead/Principal Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 11 years. Key Skills: Docker, React, Python, C++, Node.js. Key Skills: Docker, React, Python, C++, Node.js. Key Skills: Docker, React, Python, C++, Node.js. "
Software Engineering,Senior Software Engineer,Senior,10,"['Kubernetes', 'AWS', 'React', 'Node.js', 'Java', 'JavaScript', 'Python']","['AWS Certified Developer', 'Certified Kubernetes Application Developer (CKAD)']","Job Title: Senior Software Engineer Job Title: Senior Software Engineer Job Title: Senior Software Engineer Career Level: Senior Career Level: Senior Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 10 years. Key Skills: Kubernetes, AWS, React, Node.js, Java, JavaScript, Python. Key Skills: Kubernetes, AWS, React, Node.js, Java, JavaScript, Python. Key Skills: Kubernetes, AWS, React, Node.js, Java, JavaScript, Python. Relevant Certifications: AWS Certified Developer, Certified Kubernetes Application Developer (CKAD). "
Cybersecurity,Security Engineer,Mid-Level,4,"['ISO 27001', 'SIEM', 'Intrusion Detection', 'Malware Analysis', 'Ethical Hacking', 'Firewalls', 'Cryptography', 'Network Security']",[],"Job Title: Security Engineer Job Title: Security Engineer Job Title: Security Engineer Career Level: Mid-Level Career Level: Mid-Level Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 4 years. Key Skills: ISO 27001, SIEM, Intrusion Detection, Malware Analysis, Ethical Hacking, Firewalls, Cryptography, Network Security. Key Skills: ISO 27001, SIEM, Intrusion Detection, Malware Analysis, Ethical Hacking, Firewalls, Cryptography, Network Security. Key Skills: ISO 27001, SIEM, Intrusion Detection, Malware Analysis, Ethical Hacking, Firewalls, Cryptography, Network Security. "
Software Engineering,Engineering Manager,Manager,16,"['Python', 'C++', 'JavaScript', 'Microservices', 'Go', 'Node.js', 'Java']",['AWS Certified Developer'],"Job Title: Engineering Manager Job Title: Engineering Manager Job Title: Engineering Manager Career Level: Manager Career Level: Manager Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 16 years. Key Skills: Python, C++, JavaScript, Microservices, Go, Node.js, Java. Key Skills: Python, C++, JavaScript, Microservices, Go, Node.js, Java. Key Skills: Python, C++, JavaScript, Microservices, Go, Node.js, Java. Relevant Certifications: AWS Certified Developer. "
Product Management,Senior Product Manager,Senior,7,"['A/B Testing', 'Roadmapping', 'JIRA', 'Scrum']","['Certified Scrum Product Owner (CSPO)', 'Pragmatic Marketing Certified (PMC)']","Job Title: Senior Product Manager Job Title: Senior Product Manager Job Title: Senior Product Manager Career Level: Senior Career Level: Senior Industry: Product Management Industry: Product Management Years of Experience: approximately 7 years. Key Skills: A/B Testing, Roadmapping, JIRA, Scrum. Key Skills: A/B Testing, Roadmapping, JIRA, Scrum. Key Skills: A/B Testing, Roadmapping, JIRA, Scrum. Relevant Certifications: Certified Scrum Product Owner (CSPO), Pragmatic Marketing Certified (PMC). "
Software Engineering,Principal Engineer,Lead/Principal,8,"['Node.js', 'MongoDB', 'SQL', 'Go', 'Docker']",[],"Job Title: Principal Engineer Job Title: Principal Engineer Job Title: Principal Engineer Career Level: Lead/Principal Career Level: Lead/Principal Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 8 years. Key Skills: Node.js, MongoDB, SQL, Go, Docker. Key Skills: Node.js, MongoDB, SQL, Go, Docker. Key Skills: Node.js, MongoDB, SQL, Go, Docker. "
Data Science,Data Scientist,Entry,1,"['Data Mining', 'NumPy', 'Machine Learning', 'Python', 'Pandas', 'Statistics', 'R', 'Big Data']",[],"Job Title: Data Scientist Job Title: Data Scientist Job Title: Data Scientist Career Level: Entry Career Level: Entry Industry: Data Science Industry: Data Science Years of Experience: approximately 1 years. Key Skills: Data Mining, NumPy, Machine Learning, Python, Pandas, Statistics, R, Big Data. Key Skills: Data Mining, NumPy, Machine Learning, Python, Pandas, Statistics, R, Big Data. Key Skills: Data Mining, NumPy, Machine Learning, Python, Pandas, Statistics, R, Big Data. "
Software Engineering,Engineering Manager,Manager,11,"['JavaScript', 'React', 'C++', 'Docker']","['Certified Kubernetes Application Developer (CKAD)', 'AWS Certified Developer']","Job Title: Engineering Manager Job Title: Engineering Manager Job Title: Engineering Manager Career Level: Manager Career Level: Manager Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 11 years. Key Skills: JavaScript, React, C++, Docker. Key Skills: JavaScript, React, C++, Docker. Key Skills: JavaScript, React, C++, Docker. Relevant Certifications: Certified Kubernetes Application Developer (CKAD), AWS Certified Developer. "
Cloud Engineering,DevOps Engineer,Mid-Level,5,"['Docker', 'Grafana', 'Ansible', 'Kubernetes', 'CI/CD', 'Jenkins']",[],"Job Title: DevOps Engineer Job Title: DevOps Engineer Job Title: DevOps Engineer Career Level: Mid-Level Career Level: Mid-Level Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 5 years. Key Skills: Docker, Grafana, Ansible, Kubernetes, CI/CD, Jenkins. Key Skills: Docker, Grafana, Ansible, Kubernetes, CI/CD, Jenkins. Key Skills: Docker, Grafana, Ansible, Kubernetes, CI/CD, Jenkins. "
Cybersecurity,Security Engineer,Mid-Level,4,"['Ethical Hacking', 'Cryptography', 'ISO 27001', 'SIEM', 'Network Security']",[],"Job Title: Security Engineer Job Title: Security Engineer Job Title: Security Engineer Career Level: Mid-Level Career Level: Mid-Level Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 4 years. Key Skills: Ethical Hacking, Cryptography, ISO 27001, SIEM, Network Security. Key Skills: Ethical Hacking, Cryptography, ISO 27001, SIEM, Network Security. Key Skills: Ethical Hacking, Cryptography, ISO 27001, SIEM, Network Security. "
Cloud Engineering,Cloud Engineer,Entry,1,"['Jenkins', 'Docker', 'Terraform', 'CI/CD', 'Ansible', 'Prometheus']",['Microsoft Certified: Azure Administrator'],"Job Title: Cloud Engineer Job Title: Cloud Engineer Job Title: Cloud Engineer Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 1 years. Key Skills: Jenkins, Docker, Terraform, CI/CD, Ansible, Prometheus. Key Skills: Jenkins, Docker, Terraform, CI/CD, Ansible, Prometheus. Key Skills: Jenkins, Docker, Terraform, CI/CD, Ansible, Prometheus. Relevant Certifications: Microsoft Certified: Azure Administrator. "
Software Engineering,Engineering Manager,Manager,17,"['Docker', 'MongoDB', 'Go', 'System Design', 'Kubernetes', 'AWS', 'JavaScript']","['AWS Certified Developer', 'Certified Kubernetes Application Developer (CKAD)']","Job Title: Engineering Manager Job Title: Engineering Manager Job Title: Engineering Manager Career Level: Manager Career Level: Manager Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 17 years. Key Skills: Docker, MongoDB, Go, System Design, Kubernetes, AWS, JavaScript. Key Skills: Docker, MongoDB, Go, System Design, Kubernetes, AWS, JavaScript. Key Skills: Docker, MongoDB, Go, System Design, Kubernetes, AWS, JavaScript. Relevant Certifications: AWS Certified Developer, Certified Kubernetes Application Developer (CKAD). "
Data Science,Lead Data Scientist,Senior,8,"['PyTorch', 'SQL', 'Python', 'Spark', 'Big Data', 'Pandas', 'Scikit-learn']","['Google Professional Data Engineer', 'TensorFlow Developer Certificate']","Job Title: Lead Data Scientist Job Title: Lead Data Scientist Job Title: Lead Data Scientist Career Level: Senior Career Level: Senior Industry: Data Science Industry: Data Science Years of Experience: approximately 8 years. Key Skills: PyTorch, SQL, Python, Spark, Big Data, Pandas, Scikit-learn. Key Skills: PyTorch, SQL, Python, Spark, Big Data, Pandas, Scikit-learn. Key Skills: PyTorch, SQL, Python, Spark, Big Data, Pandas, Scikit-learn. Relevant Certifications: Google Professional Data Engineer, TensorFlow Developer Certificate. "
Cybersecurity,Penetration Tester,Mid-Level,2,"['SIEM', 'Intrusion Detection', 'Network Security', 'Cryptography', 'Malware Analysis']",[],"Job Title: Penetration Tester Job Title: Penetration Tester Job Title: Penetration Tester Career Level: Mid-Level Career Level: Mid-Level Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 2 years. Key Skills: SIEM, Intrusion Detection, Network Security, Cryptography, Malware Analysis. Key Skills: SIEM, Intrusion Detection, Network Security, Cryptography, Malware Analysis. Key Skills: SIEM, Intrusion Detection, Network Security, Cryptography, Malware Analysis. "
Software Engineering,Software Engineer,Mid-Level,4,"['Python', 'React', 'JavaScript', 'System Design']",[],"Job Title: Software Engineer Job Title: Software Engineer Job Title: Software Engineer Career Level: Mid-Level Career Level: Mid-Level Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 4 years. Key Skills: Python, React, JavaScript, System Design. Key Skills: Python, React, JavaScript, System Design. Key Skills: Python, React, JavaScript, System Design. "
Cybersecurity,Penetration Tester,Mid-Level,2,"['Network Security', 'SIEM', 'Intrusion Detection', 'Firewalls']",[],"Job Title: Penetration Tester Job Title: Penetration Tester Job Title: Penetration Tester Career Level: Mid-Level Career Level: Mid-Level Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 2 years. Key Skills: Network Security, SIEM, Intrusion Detection, Firewalls. Key Skills: Network Security, SIEM, Intrusion Detection, Firewalls. Key Skills: Network Security, SIEM, Intrusion Detection, Firewalls. "
Data Science,Data Scientist,Mid-Level,5,"['Data Mining', 'R', 'SQL', 'TensorFlow', 'Spark', 'Python', 'Machine Learning', 'NumPy']",[],"Job Title: Data Scientist Job Title: Data Scientist Job Title: Data Scientist Career Level: Mid-Level Career Level: Mid-Level Industry: Data Science Industry: Data Science Years of Experience: approximately 5 years. Key Skills: Data Mining, R, SQL, TensorFlow, Spark, Python, Machine Learning, NumPy. Key Skills: Data Mining, R, SQL, TensorFlow, Spark, Python, Machine Learning, NumPy. Key Skills: Data Mining, R, SQL, TensorFlow, Spark, Python, Machine Learning, NumPy. "
Cybersecurity,Penetration Tester,Mid-Level,4,"['Malware Analysis', 'Network Security', 'Firewalls', 'ISO 27001']",[],"Job Title: Penetration Tester Job Title: Penetration Tester Job Title: Penetration Tester Career Level: Mid-Level Career Level: Mid-Level Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 4 years. Key Skills: Malware Analysis, Network Security, Firewalls, ISO 27001. Key Skills: Malware Analysis, Network Security, Firewalls, ISO 27001. Key Skills: Malware Analysis, Network Security, Firewalls, ISO 27001. "
Cloud Engineering,Cloud Engineer,Entry,0,"['Azure', 'Grafana', 'Jenkins', 'AWS', 'GCP', 'Docker', 'CI/CD']",[],"Job Title: Cloud Engineer Job Title: Cloud Engineer Job Title: Cloud Engineer Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 0 years. Key Skills: Azure, Grafana, Jenkins, AWS, GCP, Docker, CI/CD. Key Skills: Azure, Grafana, Jenkins, AWS, GCP, Docker, CI/CD. Key Skills: Azure, Grafana, Jenkins, AWS, GCP, Docker, CI/CD. "
Product Management,Group Product Manager,Manager,12,"['Agile', 'Roadmapping', 'Market Analysis', 'A/B Testing']",[],"Job Title: Group Product Manager Job Title: Group Product Manager Job Title: Group Product Manager Career Level: Manager Career Level: Manager Industry: Product Management Industry: Product Management Years of Experience: approximately 12 years. Key Skills: Agile, Roadmapping, Market Analysis, A/B Testing. Key Skills: Agile, Roadmapping, Market Analysis, A/B Testing. Key Skills: Agile, Roadmapping, Market Analysis, A/B Testing. "
Data Science,Data Scientist,Entry,0,"['Pandas', 'Statistics', 'R', 'Data Mining', 'TensorFlow']",[],"Job Title: Data Scientist Job Title: Data Scientist Job Title: Data Scientist Career Level: Entry Career Level: Entry Industry: Data Science Industry: Data Science Years of Experience: approximately 0 years. Key Skills: Pandas, Statistics, R, Data Mining, TensorFlow. Key Skills: Pandas, Statistics, R, Data Mining, TensorFlow. Key Skills: Pandas, Statistics, R, Data Mining, TensorFlow. "
Cybersecurity,Security Engineer,Entry,2,"['Firewalls', 'SIEM', 'Ethical Hacking', 'Malware Analysis', 'Cryptography', 'Intrusion Detection', 'ISO 27001']",[],"Job Title: Security Engineer Job Title: Security Engineer Job Title: Security Engineer Career Level: Entry Career Level: Entry Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 2 years. Key Skills: Firewalls, SIEM, Ethical Hacking, Malware Analysis, Cryptography, Intrusion Detection, ISO 27001. Key Skills: Firewalls, SIEM, Ethical Hacking, Malware Analysis, Cryptography, Intrusion Detection, ISO 27001. Key Skills: Firewalls, SIEM, Ethical Hacking, Malware Analysis, Cryptography, Intrusion Detection, ISO 27001. "
Cloud Engineering,Cloud Architect,Mid-Level,5,"['GCP', 'Ansible', 'Docker', 'Terraform', 'Azure', 'Grafana', 'Kubernetes']",[],"Job Title: Cloud Architect Job Title: Cloud Architect Job Title: Cloud Architect Career Level: Mid-Level Career Level: Mid-Level Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 5 years. Key Skills: GCP, Ansible, Docker, Terraform, Azure, Grafana, Kubernetes. Key Skills: GCP, Ansible, Docker, Terraform, Azure, Grafana, Kubernetes. Key Skills: GCP, Ansible, Docker, Terraform, Azure, Grafana, Kubernetes. "
