job_id,job_title,field,industry,experience_level,education_required,required_skills,preferred_skills,job_type,location,salary_min,salary_max,remote_option,description,education_standardized,experience_years_proxy,experience_score,education_score,combined_job_text,job_tokens_lemmas
JOB_00623,cloud security engineer,cloud,transportation,mid-level,bachelor,devops;next.js;python scripting;performance optimization;database management,go;gitlab ci;power bi,hybrid,"multan, pakistan",5000,10000,hybrid,seeking cloud security engineer with skills: devops;next.js;python scriptin,bachelor,4,0.2667,0.7,"cloud security engineer cloud transportation mid-level bachelor devops;next.js;python scripting;performance optimization;database management go;gitlab ci;power bi hybrid multan, pakistan hybrid seeking cloud security engineer with skills: devops;next.js;python scriptin",cloud security engineer cloud transportation mid level bachelor devops;next.js;python scripting;performance optimization;database management go;gitlab ci;power bi hybrid multan pakistan hybrid seek cloud security engineer skill devops;next.js;python scriptin
JOB_00624,cloud security engineer,cloud,healthcare,mid-level,any,hyperparameter tuning;mentoring;prometheus;iso 27001;observability,data science;javascript;presto,full-time,"peshawar, pakistan",5000,10000,on-site,seeking cloud security engineer with skills: hyperparameter tuning;mentorin,any,4,0.2667,0.4,"cloud security engineer cloud healthcare mid-level any hyperparameter tuning;mentoring;prometheus;iso 27001;observability data science;javascript;presto full-time peshawar, pakistan on-site seeking cloud security engineer with skills: hyperparameter tuning;mentorin",cloud security engineer cloud healthcare mid level hyperparameter tuning;mentoring;prometheus;iso 27001;observability datum science;javascript;presto full time peshawar pakistan site seek cloud security engineer skill hyperparameter tuning;mentorin
JOB_00625,vp of engineering,vp,healthcare,lead,any,apache spark;jest;observability;tensorflow;threat modeling,flask;communication;data pipeline,hybrid,"boston, usa",52500,105000,on-site,seeking vp of engineering with skills: apache spark;jest;observabilit,any,12,0.8,0.4,"vp of engineering vp healthcare lead any apache spark;jest;observability;tensorflow;threat modeling flask;communication;data pipeline hybrid boston, usa on-site seeking vp of engineering with skills: apache spark;jest;observabilit",vp engineering vp healthcare lead apache spark;jest;observability;tensorflow;threat modeling flask;communication;data pipeline hybrid boston usa site seeking vp engineering skill apache spark;jest;observabilit
JOB_00626,kubernetes engineer,kubernetes,retail,junior,bachelor,responsive design;transformers;team collaboration;adaptability;database management,iso 27001;api gateway;hive,full-time,"miami, usa",7000,17500,hybrid,seeking kubernetes engineer with skills: responsive design;transformers,bachelor,1,0.0667,0.7,"kubernetes engineer kubernetes retail junior bachelor responsive design;transformers;team collaboration;adaptability;database management iso 27001;api gateway;hive full-time miami, usa hybrid seeking kubernetes engineer with skills: responsive design;transformers",kubernete engineer kubernete retail junior bachelor responsive design;transformers;team collaboration;adaptability;database management iso 27001;api gateway;hive full time miami usa hybrid seek kubernete engineer skill responsive design;transformer
JOB_00627,director of engineering,director,energy,lead,master,kubernetes;infrastructure automation;cloud security;docker;bash,stream processing;docker;cost optimization,contract,hong kong,15000,30000,hybrid,seeking director of engineering with skills: kubernetes;infrastructure auto,master,12,0.8,0.85,director of engineering director energy lead master kubernetes;infrastructure automation;cloud security;docker;bash stream processing;docker;cost optimization contract hong kong hybrid seeking director of engineering with skills: kubernetes;infrastructure auto,director engineering director energy lead master kubernetes;infrastructure automation;cloud security;docker;bash stream processing;docker;cost optimization contract hong kong hybrid seek director engineering skill kubernetes;infrastructure auto
JOB_00628,network engineer,network,real estate,lead,master,apache flink;elasticsearch;gpt;ssl;tls;html;css,python scripting;grafana;python,contract,"sydney, australia",15000,30000,on-site,seeking network engineer with skills: apache flink;elasticsearch;gpt,master,12,0.8,0.85,"network engineer network real estate lead master apache flink;elasticsearch;gpt;ssl;tls;html;css python scripting;grafana;python contract sydney, australia on-site seeking network engineer with skills: apache flink;elasticsearch;gpt",network engineer network real estate lead master apache flink;elasticsearch;gpt;ssl;tls;html;css python scripting;grafana;python contract sydney australia site seek network engineer skill apache flink;elasticsearch;gpt
JOB_00629,test architect,test,technology,junior,bachelor,communication;bert;python scripting;computer vision;incident response,bash;communication;problem solving,contract,"manchester, uk",5000,12500,hybrid,seeking test architect with skills: communication;bert;python scri,bachelor,1,0.0667,0.7,"test architect test technology junior bachelor communication;bert;python scripting;computer vision;incident response bash;communication;problem solving contract manchester, uk hybrid seeking test architect with skills: communication;bert;python scri",test architect test technology junior bachelor communication;bert;python scripting;computer vision;incident response bash;communication;problem solve contract manchester uk hybrid seek test architect skill communication;bert;python scri
JOB_00630,senior security engineer,senior,travel,mid-level,any,big data;apache flink;mongodb;jwt;feature engineering,github actions;bootstrap;message queues,hybrid,"los angeles, usa",17500,35000,remote,seeking senior security engineer with skills: big data;apache flink;mongodb;,any,4,0.2667,0.4,"senior security engineer senior travel mid-level any big data;apache flink;mongodb;jwt;feature engineering github actions;bootstrap;message queues hybrid los angeles, usa remote seeking senior security engineer with skills: big data;apache flink;mongodb;",senior security engineer senior travel mid level big data;apache flink;mongodb;jwt;feature engineering github actions;bootstrap;message queue hybrid los angeles usa remote seek senior security engineer skill big data;apache flink;mongodb
JOB_00631,analytics engineer,analytics,gaming,junior,master,webpack;application security;hive;graphql;linux,time management;feature engineering;flask,contract,"lahore, pakistan",2000,5000,remote,seeking analytics engineer with skills: webpack;application security;h,master,1,0.0667,0.85,"analytics engineer analytics gaming junior master webpack;application security;hive;graphql;linux time management;feature engineering;flask contract lahore, pakistan remote seeking analytics engineer with skills: webpack;application security;h",analytic engineer analytic game junior master webpack;application security;hive;graphql;linux time management;feature engineering;flask contract lahore pakistan remote seek analytic engineer skill webpack;application security;h
JOB_00632,ai/ml architect,ai/ml,e-commerce,lead,any,python;reinforcement learning;big data;neural networks;python scripting,computer vision;gdpr;stream processing,contract,"bangkok, thailand",15000,30000,on-site,seeking ai/ml architect with skills: python;reinforcement learning;,any,12,0.8,0.4,"ai/ml architect ai/ml e-commerce lead any python;reinforcement learning;big data;neural networks;python scripting computer vision;gdpr;stream processing contract bangkok, thailand on-site seeking ai/ml architect with skills: python;reinforcement learning;",ai ml architect ai ml e commerce lead python;reinforcement learning;big data;neural networks;python script computer vision;gdpr;stream processing contract bangkok thailand site seeking ai ml architect skill python;reinforcement learning
JOB_00633,python developer,python,travel,lead,master,application security;llm;pytorch;container orchestration;grafana,container orchestration;azure;tableau,hybrid,"berlin, germany",37500,75000,on-site,seeking python developer with skills: application security;llm;pytor,master,12,0.8,0.85,"python developer python travel lead master application security;llm;pytorch;container orchestration;grafana container orchestration;azure;tableau hybrid berlin, germany on-site seeking python developer with skills: application security;llm;pytor",python developer python travel lead master application security;llm;pytorch;container orchestration;grafana container orchestration;azure;tableau hybrid berlin germany site seek python developer skill application security;llm;pytor
